nct_id,title,status,phase,conditions,keywords,interventions
NCT06596473,A Study of BG-C477 in Participants With Advanced Solid Tumors,RECRUITING,PHASE1,Advanced Solid Tumors,BG-C477 | advanced solid tumors | CEA ADC,BG-C477 | Tislelizumab | Chemotherapy
NCT06775080,The Use of Propranolol in the Perioperative Period of Resectable Gastrointestinal Tumors,RECRUITING,PHASE2,Gastrointestinal Tumors,,propranolol (beta-blocker used treat high blood pressure)
NCT06738654,Application of Single-Port Robot-Assisted Breast-Conserving Surgery Via Axillary Approach for Breast Cancer.,RECRUITING,NA,Invasive Breast Carcinoma,,robot-surgery | traditional open surgry
NCT03516279,"Pembrolizumab and Dasatinib, Imatinib Mesylate, or Nilotinib in Treating Patients With Chronic Myeloid Leukemia and Persistently Detectable Minimal Residual Disease",ACTIVE_NOT_RECRUITING,PHASE2,"Chronic Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive | Minimal Residual Disease",,Dasatinib | Imatinib Mesylate | Laboratory Biomarker Analysis | Nilotinib | Pembrolizumab
NCT06672523,"A Study to Evaluate the Mass Balance, Metabolism, Elimination, and Drug Levels of [14C]-BMS-986504 (MRTX1719) in Participants With Advanced Solid Tumors With Homozygous Methylthioadenosine Phosphorylase Deletion",RECRUITING,PHASE1,Advanced Solid Tumors With Homozygous MTAP Deletion,"Protein arginine methyltransferase (PRMT5) | Methylthioadenosine-cooperative PRMT5 inhibitor | Homozygous methylthioadenosine phosphorylase (MTAP) deletion | Mass balance study | Metabolism | Elimination | Drug absorption | Distribution | Excretion | Radiolabeled | Absorption, distribution, metabolism, and excretion (ADME)",BMS-986504 | [14C]-BMS-986504
NCT07083323,A Phase I/II Study of HY05350 in Mesothelin(MSLN)-Positive Advanced Solid Tumors,RECRUITING,"PHASE1, PHASE2",Advanced Solid Tumor,,HY05350 for injection | HY05350 for injection
NCT06951646,ctDNA-MRD Guided Escalation of Ivonescimab and Docetaxel in Advanced NSCLC With Long-Term Responses to First-line Immunotherapy (CR1STAL-Adaptive),RECRUITING,PHASE2,Non Small Cell Lung Cancer | Immune Checkpoint Inhibitors (ICIs),Non Small Cell Lung Cancer (NSCLC) | Immune Checkpoint Inhibitors (ICIs) | Circulating-tumor DNA (ctDNA) | Minimal Residual Disease (MRD) | Ivonescimab (AK112) | Adaptive Therapy | Bispecific Antibody | Escalation,Ivonescimab | Docetaxel | Standard Treatment group
NCT06874946,Nanobody-Based Anti-CD5 CAR-T for Relapsed/Refractory T-ALL/NHL,RECRUITING,"PHASE1, PHASE2",Precursor T-Cell Lymphoblastic Leukemia-Lymphoma | T - Cell Lymphoma | PTCL,CD5 | R/R T-ALL/LBL | R/R PTCL,CD5-targeted CAR-T cells
NCT06530303,Biological Tumor Infiltrating Lymphocytes Therapy With Immunotherapy for Colon and Rectum Cancer,RECRUITING,"PHASE1, PHASE2",Colorectal Cancer | Colon Cancer | Rectum Cancer,Tumor Infiltrating Lymphocytes | CAR-T CELL | Biological Therapy | Advanced or Metastatic Refractory | Immunotherapy | TIL,Tumor Infiltrating Lymphocytes (TIL) | Cyclophosphamide | Fludarabine | Interleukin-2 | Pembrolizumab
NCT06128070,"Ruxolitinib With Tacrolimus and Methotrexate for the Prevention of Graft Versus Host Disease in Pediatric and Young Adult Patients Undergoing Allogeneic Hematopoietic Cell Transplant for Acute Myeloid Leukemia, Acute Lymphoblastic Leukemia, or Myelodysplastic Syndrome",RECRUITING,PHASE2,Acute Lymphoblastic Leukemia | Acute Myeloid Leukemia | Myelodysplastic Syndrome,,Biospecimen Collection | Chest Computed Tomography | Echocardiography | Hematopoietic Cell Transplantation | Methotrexate | Multigated Acquisition Scan | Ruxolitinib Phosphate | Tacrolimus
NCT04793919,Treatment Study for Children and Adolescents With Acute Promyelocytic Leukemia,RECRUITING,PHASE2,Acute Promyelocytic Leukemia,,Mylotarg | Arsenic Trioxide | All-trans retinoic acid
NCT05198154,ctDNA Analysis to Monitor the Risk of Progression After First-line Immunotherapy in Patients With Advanced NSCLC,RECRUITING,NA,Advanced Lung Non-Small Cell Carcinoma,ctDNA | advanced lung cancer | first-line immunotherapy | the risk of progression | minimal residual disease (MRD) | long-term benefit,ctDNA detection
NCT06545045,Cognitive Rehabilitation Following Breast Cancer Treatment,RECRUITING,NA,Breast Cancer Female,Cancer | Breast Cancer | Cognition | Metacognition | Activities of daily living,Metacognitive Strategy Training (MCST) | Inactive Control Group
NCT06631872,Implementing Surgery School Prehabilitation Using Telehealth,RECRUITING,NA,"Adults Waiting to Undergo Lung Cancer or Major Abdominal, Open or Video Assisted Cancer Surgery",,Tele-prehabilitation education session: Surgery School | Individualised Inspiratory Muscle Training and Walking Program | Usual Care
NCT06115122,PEPPI Study: Identification of Women at Risk for Placental Dysfunction,RECRUITING,NA,Pre-Eclampsia | Intrauterine Growth Restriction | Polycystic Ovary Syndrome | Iron-deficiency | Cardiovascular Diseases | Hypertensive Disorder of Pregnancy | Proteinuria in Pregnancy,,Pre-eclampsia screening program
NCT05914545,A Study of FZ-AD004 in Patients With Advanced Solid Tumors,RECRUITING,PHASE1,Advanced and Metastatic Solid Tumor,Advanced and Metastatic Solid Tumor,FZ-AD004
NCT04214886,CD19 Chimeric Antigen Receptor (CAR) T Cells for Adults With Recurrent or Refractory B Cell Malignancies,ACTIVE_NOT_RECRUITING,PHASE1,"B-Cell Acute Lymphoblastic Leukemia, Adult | B-cell Lymphoma Refractory | B-cell Lymphoma Recurrent",Leukemia | Lymphoma | CAR T | Chimeric | CD19,Fludarabine | Cyclophosphamide | CD19-CD34 CAR transduced T cells
NCT07045103,A Multicenter Study in Bronchoscopy Combining Stimulated Raman Histology With Artificial Intelligence for Rapid Lung Cancer Detection - The ON-SITE Study,RECRUITING,NA,Lung Biopsy,,
NCT06819566,Prophylactic Endoscopic Variceal Ligation in Patients With High-risk Esophageal Varices Receiving Atezo/Bev for HCC,RECRUITING,PHASE2,Hepatocellular Carcinoma | Esophageal Varix | Bleeding Esophageal Varices,Hepatocellular carcinoma | Esophageal varix | Bleeding esophageal varices | Endoscopic variceal ligation,Endoscopic variceal ligation (EVL)
NCT05989542,A Confirmatory Clinical Study in NSCLC Patients With MET Exon 14 Mutation (KUNPENG-2),RECRUITING,PHASE3,Non-small Cell Lung Cancer,,PLB1001
NCT07022470,Phase II Trial Comparison of 3 vs 4 Fractions (BRACHY-FIT).,RECRUITING,PHASE2,Cervical Cancers,high dose rate brachytherapy,3-Fraction HDR Brachytherapy | 4-Fraction HDR Brachytherapy
NCT04614103,Autologous LN-145 in Patients With Metastatic Non-Small-Cell Lung Cancer,RECRUITING,PHASE2,Metastatic Non Small Cell Lung Cancer,LN-145 | Cell Therapy | Autologous Adoptive Cell Therapy | Cellular Immuno-therapy | Tumor Infiltrating Lymphocytes | TIL | IL-2 | Non Small Cell Lung Cancer | NSCLC | Second line Lung Cancer | Bronchial Neoplasms | Carcinoma | Lung Disease | Metastatic Lung Cancer | Metastatic Non Small Cell Lung Cancer | Metastatic NSCLC | Lung Carcinoma | PD-L1 | Stage IV Lung Cancer | Stage IV Non-Small Cell Lung Cancer | Stage IV NSCLC | Systemic Therapy | 2nd line therapy | Second line therapy | CPI | Immune checkpoint inhibitor (ICI) | NSCLC Recurrent | Recurrent Lung Cancer | Recurrent Lung Carcinoma,LN-145 | LN-145
NCT03589326,A Study of Ponatinib Versus Imatinib in Adults With Acute Lymphoblastic Leukemia,ACTIVE_NOT_RECRUITING,PHASE3,Philadelphia Chromosome Positive Acute Lymphoblastic Leukemia (Ph+ALL),Ponatinib | Imatinib mesylate | Bcr-Abl Tyrosine Kinase | Bcr-abl fusion proteins | Iclusig | Gleevec,Ponatinib | Imatinib | Vincristine | Dexamethasone | Cytarabine | Methotrexate | Prednisone
NCT05347225,A Study of Nemtabrutinib (MK-1026) in China Participants With Relapsed or Refractory Hematologic Malignancies (MK-1026-005),ACTIVE_NOT_RECRUITING,PHASE1,Hematological Malignancies,,Nemtabrutinib
NCT06198010,A Collaborative Intervention for Improving Cancer Pain Management in Cancer Survivors,RECRUITING,NA,Hematopoietic and Lymphoid System Neoplasm | Malignant Solid Neoplasm | Hematopoietic and Lymphatic System Neoplasm,,Best Practice | Educational Intervention | Questionnaire Administration | Electronic Health Record Review | Health Telemonitoring | Cancer Pain Management
NCT04339218,Cryoablation in Combination (or Not) With Pembrolizumab and Pemetrexed-carboplatin in 1st-line Treatment for Patients With Metastatic Lung Adenocarcinoma,RECRUITING,PHASE3,Lung Adenocarcinoma | Cryotherapy Effect,"Lung adenocarcinoma, immunotherapy, cryoablation",Cryoablation | Pembrolizumab | Pemetrexed | Carboplatin
NCT04916990,Improving Care for Rural Patients With Solid Tumors,RECRUITING,NA,Lung Cancer | Head and Neck Cancer | Thyroid Cancer | Cervical Cancer | Breast Cancer | Bladder Cancer | Colon Cancer | Rectum Cancer,,CARES Intervention
NCT07216560,First-in-human Study of 7MW4911 in GI Cancer,RECRUITING,"PHASE1, PHASE2",GI Cancers,,7MW4911
NCT02479698,Cytotoxic T Lymphocytes in Treating Patients With Malignancies With BK and/or JC Virus,RECRUITING,PHASE2,Acquired Immunodeficiency Syndrome | BK Virus Infection | Human Immunodeficiency Virus | JC Virus Infection | Malignant Neoplasm | Merkel Cell Carcinoma | Merkel Cell Polyomavirus Infection | Viral Encephalitis,,Allogeneic BK-specific Cytotoxic T-lymphocytes | Laboratory Biomarker Analysis
NCT01134614,Ipilimumab With or Without Sargramostim in Treating Patients With Stage III or Stage IV Melanoma That Cannot Be Removed by Surgery,ACTIVE_NOT_RECRUITING,PHASE2,Advanced Melanoma | Metastatic Melanoma | Recurrent Melanoma | Stage III Cutaneous Melanoma AJCC v7 | Stage IIIA Cutaneous Melanoma AJCC v7 | Stage IIIB Cutaneous Melanoma AJCC v7 | Stage IIIC Cutaneous Melanoma AJCC v7 | Stage IV Cutaneous Melanoma AJCC v6 and v7 | Unresectable Melanoma,,Ipilimumab | Sargramostim
NCT06315309,Trial of 2 Step ATG for Acute GVHD Prevention Post Myeloablative Allogeneic Stem Cell Transplant,RECRUITING,PHASE2,"GVHD,Acute | Acute Leukemia | Myelodysplastic Syndromes | Myeloproliferative Disorders",Leukemia | Myelodysplastic Syndrome | Myeloproliferative Disorders,ATG Combined with Tacrolimus and Mini Methotrexate
NCT02595892,"Gemcitabine Hydrochloride Alone or With M6620 in Treating Patients With Recurrent Ovarian, Primary Peritoneal, or Fallopian Tube Cancer",ACTIVE_NOT_RECRUITING,PHASE2,Ovarian Serous Tumor | Recurrent Fallopian Tube Carcinoma | Recurrent Ovarian Carcinoma | Recurrent Primary Peritoneal Carcinoma,,Berzosertib | Gemcitabine | Gemcitabine Hydrochloride
NCT07378683,A Clinical Prediction Model for Surgical Site Infection After Central Nervous System Tumor Surgery,RECRUITING,NA,Surgical Site Infection (SSI) | Central Nervous System Tumor,surgical site infection | central nervous system tumor | machine learning | explainable artificial intelligence | SHAP | clinical decision support system,ML-Based Enhanced Intervention Package for SSI Prevention | Standard Postoperative Care
NCT06772623,"Study to Evaluate Adverse Events and Efficacy of Intravenous (IV) Telisotuzumab Adizutecan in Combination With a PD-1 Immune Checkpoint Inhibitor in Adult Participants With Advanced or Metastatic Non-Squamous NSCLC With No Prior Treatment for Advanced Disease, and No Actionable Genomic Alterations",RECRUITING,"PHASE1, PHASE2",Non Small Cell Lung Carcinoma,Non Small Cell Lung Carcinoma | Pembrolizumab | Pemetrexed | Carboplatin | Cisplatin | Telisotuzumab Adizutecan | ABBV-400 | ABBV-181 | Budigalimab | AndroMETa-Lung-536,Telisotuzumab Adizutecan | Budigalimab | Pembrolizumab | Pembrolizumab | Carboplatin | Pemetrexed | Cisplatin
NCT05650710,Intraoperative Ansa Cervicalis Nerve (ACN) Stimulation,RECRUITING,NA,Head and Neck Cancer | Obstructive Sleep Apnea,,Nerve stimulation using nerve stimulation device and sterile wire electrode.
NCT04093466,A Phase 1 Study of CX1003 (Kanitinib) in Patients with Advanced Solid Tumors,RECRUITING,PHASE1,Advanced Solid Tumor,,CX1003
NCT04404894,Long-Term Prospective Registry in Prostate Cancer Patients From Diverse Urology Practice Settings Following Prolaris® Testing,ACTIVE_NOT_RECRUITING,NA,Prostate Cancer,Prostate Cancer | Active Surveillance | Active Surveillance Durability | Prostate Cancer Treatment Selection | Prostate Cancer Risk Stratification | Prostate Cancer Oncological Outcomes,
NCT07467824,Impact of Prehabilitation and Comprehensive Follow-up in Women With Breast Cancer,RECRUITING,NA,Breast Cancer | Breast Neoplasms,prehabilitation | exercise | nutrition | training,Prehabilitation: Exercise and nutrition
NCT05650749,GPC2 CAR T Cells for Relapsed or Refractory Neuroblastoma and Metastatic Retinoblastoma,RECRUITING,PHASE1,Refractory Neuroblastoma | Relapsed Neuroblastoma | High-risk Neuroblastoma | Retinoblastoma | Metastatic Retinoblastoma,,GPC2 CAR T cells
NCT06270706,A Phase 1 Study of PLN-101095 in Adults With Advanced or Metastatic Solid Tumors,RECRUITING,PHASE1,Advanced or Metastatic Solid Tumor,Advanced Solid Tumors Cancer | Anal Carcinoma | Biliary tract carcinoma (BTC) | Cholangiocarcinoma | Clear cell renal cell carcinoma (ccRCC) | Colorectal Cancer | Endometrial Cancer | Gallbladder | Head and Neck Squamous Cell Cancer (HNSCC) | Melanoma | Non-small cell lung cancer (NSCLC) | Ovarian Carcinoma | Triple Negative Breast Cancer (TNBC) | Tumor mutational burden (TMB)-high tumors | TMB-low tumors | Urothelial Carcinoma | Pembrolizumab | Immunotherapy,PLN-101095 | PLN-101095 | PLN-101095 | PLN-101095 | PLN-101095 | PLN-101095 | Pembrolizumab
NCT05713214,Long-term Follow-up After Adoptive Transfer of Genetically Modified Cell Products,RECRUITING,NA,Relapsed Hematologic Malignancy | Refractory Hematologic Malignancy,,
NCT07087834,"Men's Perceptions, Attitudes, and Knowledge Levels Toward Cancer Screening",ACTIVE_NOT_RECRUITING,NA,Men&#39;s Health Screening | Cancer Screening,Men&#39;s Health | Early Detection of Cancer | Screening,CASEM (Cancer Screenings Education for Men)
NCT05061134,A Study of Ceralasertib Monotherapy and Ceralasertib Plus Durvalumab in Patients With Melanoma and Resistance to PD-(L)1 Inhibition,ACTIVE_NOT_RECRUITING,PHASE2,Melanoma,Unresectable or Advanced Melanoma | Efficacy | Safety,Ceralasertib | Durvalumab
NCT04914338,A Multidisciplinary Approach to Improve the Health of Older Adults With Blood Cancers After Stem Cell Transplantation,ACTIVE_NOT_RECRUITING,NA,Hematopoietic and Lymphoid Cell Neoplasm,,Health Promotion | Quality-of-Life Assessment | Questionnaire Administration
NCT04917848,A Study of a Telemedicine Program for Older Adults With Cancer,ACTIVE_NOT_RECRUITING,NA,Cancer,Geriatric Oncology Program | Geriatric Assessment | Telemedicine | Tele-Geriatric Oncology Program | 21-200 | Memorial Sloan Kettering Cancer Center,Tele-Geriatric Oncology program
NCT07511426,U96-CAR-T-Cells For R/R B-ALL,RECRUITING,PHASE1,Relapsed or Refractory B Cell Leukemia and Lymphoma,,U96
NCT06566092,"Study of Autologous Tumor-Infiltrating Lymphocytes in Pediatric, Adolescent, and Young Adult Participants",ACTIVE_NOT_RECRUITING,PHASE1,Soft Tissue Sarcoma | Primary Central Nervous System Carcinoma | Melanoma | Rhabdomyosarcoma | Ewing Sarcoma,Tumor Infiltrating Lymphocytes | TIL | Pediatric | Soft Tissue Sarcoma | Primary Nervous System Carcinoma | PCNS | Rhabdomyosarcoma | RMS | Ewing Sarcoma | EWS,LN-145/LN-144
NCT05072314,Long-term Outcomes of Lidocaine Infusions for Post-Operative Pain (LOLIPOP) Trial,RECRUITING,PHASE3,Breast Cancer | Breast Cancer Female | Breast Conserving Surgery | Mastectomy,Anaesthesia | Local Anaesthesia | Chronic Post Surgical Pain,lidocaine 2% and 10% | Placebo
NCT05908409,A Phase 1/2 Study of IDP-121 in Patients With Relapsed/Refractory Hematologic Malignancies,RECRUITING,"PHASE1, PHASE2","Multiple Myeloma (MM) | Diffuse Large B-Cell Lymphoma, Not Otherwise Specified | Double Hit Lymphoma | High Grade B-Cell Lymphoma, Not Otherwise Specified | Chronic Lymphocytic Leukemia (CLL) | Triple Hit Lymphoma",,IDP-121
NCT07093411,Targeting CD19/CD20 Dual-targeted Cell in Patients With Relapsed/Refractory B-cell Non-Hodgkin Lymphoma,RECRUITING,EARLY_PHASE1,B-cell Non-Hodgkin Lymphoma Recurrent B-cell Non-Hodgkin Lymphoma Refractory,,LUCAR-E9D or LUCAR-E9K cells product
NCT07210164,Pre-habilitation Within ERAS Protocol for Gynecologic Oncology Surgery: The Pre_ERAS Study,RECRUITING,NA,ERAS | Compliance | Quality of Life (QOL) | Excercise | Immunonutrition | Post Operative Pain | Laparotomy Patients | Surgical Complication | Gynaecological Malignancies | Gynaecologic Cancer | Gynaecological Oncology,Prehabilitation | ERAS | Gynecologic Cancers | Immunonutrition,Ocoxin | Structured self-guided exercise
NCT05963971,A Bilingual Virtually-based Intervention (PEDALL) for the Prevention of Weight Gain in Childhood ALL Patients Considering Key Genetic and Sociodemographic Risk Factors,RECRUITING,NA,Acute Lymphoblastic Leukemia | Obesity,Acute Lymphoblastic Leukemia | Obesity | Childhood Cancer,PEDALL | Standard of care
NCT06383598,PD-L1 Specific [68Ga]Ga-THP-PDL1-3 Probe for PET Imaging in Solid Tumors,RECRUITING,NA,Solid Tumor,,18F-FDG | [68Ga]Ga-THP-PDL1-3
NCT06221800,Assess Diversity of Gut Microbiome in Met NSCLC in Correlation to Tx & Adverse Effects,RECRUITING,NA,Non Small Cell Lung Cancer,,Microbiome
NCT06476964,"Stratification of Cutaneous Squamous Cell Carcinomas According to Its Transcriptomic, Metabolic and Inflammatory Characteristics",RECRUITING,NA,Skin Cancer,"Actinic keratosis, | Cutaneous squamous cell carcinoma | mitochondria | metabolism",skin biopsies
NCT04948060,Tribally Engaged Approaches to Lung Screening (TEALS),ACTIVE_NOT_RECRUITING,NA,Lung Cancer,lung cancer | screening | early detection and treatment | primary care | implementation | community-engaged research | Native Americans | tribal health,Enhanced lung cancer screening services
NCT07560423,Patient Satisfaction Following Multidisciplinary Cancer Care Assessment in Day Hospital: A Prospective Observational Study.,RECRUITING,NA,Patient Satisfaction | Cancer | Quality of Health Care,Multidisciplinary Care | Oncology | Supportive Care | Patient Experience | Health Services Research | Net Promoter Score,Multidisciplinary Complex Assessment
NCT06646627,Clinical Trial of Autologous B7-H3 CAR T Cells in Reoccurent Platinum-resistant Ovarian Tumors,RECRUITING,PHASE1,Ovarian Cancer,B7-H3CART,B7-H3CART
